Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
S332717 173.731 124.123 3.518e-17 3.034e-17 1.593e-17 0.0 132.1 0.0
S332718 173.5662 123.9283 5.708e-17 5.087e-17 2.894e-17 0.0 136.23 0.0
S332719 173.741 124.1479 6.489e-17 5.348e-17 2.626e-17 0.0 132.06 0.0
S332720 173.571 123.9286 7.991e-19 9.819e-19 1.106e-18 0.0 136.24 0.0
S332721 173.7421 124.1578 2.448e-17 2.171e-17 1.241e-17 0.0 131.99 0.0
S332722 173.7386 124.1481 1.222e-21 2.652e-21 9.634e-21 0.0 131.94 0.0
S332723 173.7374 124.1522 2.488e-17 3.616e-17 5.879e-17 0.0 131.97 0.0
S332724 173.7193 124.1297 1.0340000000000001e-20 1.8860000000000002e-20 4.769e-20 0.0 132.14 0.0
S332725 173.7352 124.1606 6.794e-16 5.168e-16 2.115e-16 0.0 131.98 1.0
S332726 173.5644 123.9127 3.04e-19 3.942e-19 4.92e-19 0.0 136.42 0.0
S332727 173.7272 124.1556 4.522e-16 3.378e-16 1.359e-16 0.0 132.0 0.0
S332728 173.7326 124.1628 3.915e-17 7.245e-17 1.808e-16 0.0 131.86 0.0
S332729 173.5624 123.8945 1.224e-17 2.492e-17 7.826e-17 0.001 136.3 0.0
S332730 173.5742 123.9038 3.26e-17 2.911e-17 1.667e-17 0.0 136.21 0.0
S332731 173.5642 123.9023 6.621e-19 8.105e-19 8.65e-19 0.0 136.38 0.0
S332732 173.5736 123.9071 1.869e-17 3.616e-17 1.011e-16 0.0 136.34 0.0
S332733 173.5767 123.9043 8.2389999999999995e-22 1.6720000000000001e-21 5.222e-21 0.0 136.34 0.0
S332734 173.5886 123.9122 1.47e-19 2.026e-19 2.815e-19 0.0 136.41 0.0
S332735 173.5845 123.9064 2.904e-17 4.858e-17 1.027e-16 0.0 136.29 0.0
S332736 173.583 123.9054 1.061e-17 1.04e-17 7.226e-18 0.0 136.32 0.0
S332737 173.7161 124.1788 3.317e-19 4.457e-19 5.883e-19 0.0 132.02 0.0
S332738 173.5818 123.8883 1.302e-17 1.858e-17 2.823e-17 0.0 136.28 0.0
S332739 173.5899 123.9025 1.07e-16 8.578e-17 3.963e-17 0.0 136.38 0.0
S332740 173.7145 124.1772 4.385e-24 1.4859999999999998e-23 1.332e-22 0.0 131.89 0.0
S332741 173.7024 124.1704 5.374e-16 4.025e-16 1.591e-16 0.0 132.09 0.0
S332742 173.5876 123.8945 3.056e-17 4.583e-17 7.824e-17 0.0 136.37 0.0
S332743 173.6898 124.1729 2.049e-17 3.314e-17 6.273e-17 0.0 132.06 0.0
S332744 173.6948 124.1621 5.136e-18 5.419e-18 4.287e-18 0.0 132.04 0.0
S332745 173.5998 123.9079 1.042e-20 1.7790000000000002e-20 3.8070000000000004e-20 0.0 136.24 0.0
S332746 173.6971 124.1765 1.771e-15 1.263e-15 4.681e-16 0.0 132.1 0.0
S332747 173.6911 124.1818 5.0820000000000006e-20 7.625e-20 1.309e-19 0.0 132.14 0.0
S332748 173.6985 124.1825 6.462e-19 7.332e-19 6.98e-19 0.0 131.92 0.0
S332749 173.6784 124.1737 8.868e-16 6.254e-16 2.307e-16 0.0 132.17 0.0
S332750 173.7007 124.1823 6.404e-18 6.204e-18 4.077e-18 0.0 132.04 0.0
S332751 173.6219 123.9003 1.77e-16 1.463e-16 7.344e-17 0.001 136.03 0.0
S332752 173.6839 124.1689 1.072e-15 7.747e-16 2.912e-16 0.0 132.18 0.0
S332753 173.6264 123.9128 5.294e-17 4.427e-17 2.147e-17 0.0 135.91 0.0
S332754 173.6173 123.9002 8.123e-18 8.006e-18 5.417e-18 0.0 136.01 0.0
S332755 173.6259 123.9072 5.500999999999999e-22 1.366e-21 6.523e-21 0.0 136.04 0.0
S332756 173.6595 124.1679 1.23e-15 8.676e-16 3.174e-16 0.0 132.37 0.0
S332757 173.6711 124.1669 2.998e-17 4.899e-17 9.851e-17 0.0 132.18 0.0
S332758 173.6377 123.8953 1.78e-18 2.054e-18 1.991e-18 0.0 135.86 0.0
S332759 173.6598 124.1631 4.578999999999999e-22 1.033e-21 3.986e-21 0.0 132.45 0.0
S332760 173.655 124.1641 2.611e-17 2.394e-17 1.483e-17 0.0 132.5 0.0
S332761 173.6604 123.9109 2.657e-17 2.325e-17 1.271e-17 0.0 135.54 0.0
S332762 173.665 123.9126 1.767e-16 1.427e-16 6.918e-17 0.0 135.54 0.0
S332763 173.6611 123.9135 7.411e-16 5.299e-16 1.949e-16 0.0 135.71 0.0
S332764 173.6316 124.1535 8.521e-16 6.34e-16 2.533e-16 0.0 132.8 0.0
S332765 173.6252 124.1568 8.389e-19 9.916e-19 9.911e-19 0.0 132.9 0.0
S332766 173.6722 123.9219 9.576e-21 1.8000000000000002e-20 4.7220000000000006e-20 0.0 135.42 0.0
S332767 173.6714 123.9258 2.289e-17 2.086e-17 1.201e-17 0.0 135.4 0.0
S332768 173.6198 124.1355 2.914e-17 2.557e-17 1.37e-17 0.0 132.88 0.0
S332769 173.6827 123.9264 1.892e-16 1.533e-16 7.217e-17 0.0 135.19 0.0
S332770 173.6927 123.9272 3.539e-20 5.863000000000001e-20 1.159e-19 0.0 135.21 0.0
S332771 173.6039 124.1382 2.178e-15 1.603e-15 6.232e-16 0.0 133.19 0.0
S332772 173.5982 124.1301 2.332e-18 2.475e-18 2.006e-18 0.0 133.29 0.0
S332773 173.6066 124.1085 2.737e-18 3.096e-18 2.869e-18 0.0 133.4 0.0
S332774 173.5952 124.1137 1.33e-19 1.789e-19 2.404e-19 0.0 133.41 0.0
S332775 173.5958 124.101 2.36e-22 5.5189999999999995e-22 2.383e-21 0.0 133.58 0.0
S332776 173.7117 123.9639 3.228e-20 4.9840000000000007e-20 8.879e-20 0.0 134.74 0.0
S332777 173.5941 124.0805 2.355e-16 1.845e-16 7.986e-17 0.0 133.85 1.0
S332778 173.5843 124.0866 6.419e-18 6.588e-18 5.013e-18 0.0 133.8 0.0
S332779 173.7172 123.983 4.1809999999999994e-22 9.216999999999998e-22 3.531e-21 0.0 134.47 0.0
S332780 173.7129 123.9864 3.277e-16 2.541e-16 1.064e-16 0.0 134.54 1.0
S332781 173.5619 124.0922 7.088e-17 5.861e-17 2.91e-17 0.0 133.89 0.0
S332782 173.5647 124.0738 4.831e-17 7.543e-17 1.371e-16 0.0 134.12 0.0
S332783 173.7504 124.001 1.506e-16 1.177e-16 5.163e-17 0.0 134.08 0.0
S332784 173.7472 124.0019 1.471e-23 4.5579999999999997e-23 3.466e-22 0.0 134.08 0.0
S332785 173.7482 124.0046 2.199e-17 1.965e-17 1.159e-17 0.0 133.92 0.0
S332786 173.7459 124.0131 4.538e-19 5.551e-19 6.052e-19 0.0 133.96 0.0
S332787 173.5603 124.0489 1.114e-18 1.319e-18 1.375e-18 0.0 134.38 0.0
S332788 173.7532 124.0127 8.351e-15 5.722e-15 1.918e-15 0.0 133.97 0.0
S332789 173.5415 124.0302 4.651e-18 4.836e-18 3.716e-18 0.0 134.78 0.0
S332790 173.7674 124.0347 3.421e-19 4.259e-19 4.882e-19 0.001 133.52 0.0
S332791 173.7776 124.0482 4.723e-17 3.923e-17 1.919e-17 0.0 133.43 0.0
S332792 173.7568 124.0532 1.765e-23 5.529e-23 4.358999999999999e-22 0.0 133.5 0.0
S332793 173.7571 124.0587 2.102e-16 1.686e-16 7.989e-17 0.0 133.41 0.0
S332794 173.7899 124.0831 4.78e-19 6.154e-19 7.289e-19 0.0 133.22 0.0
S332795 173.5169 123.9778 5.037e-16 3.804e-16 1.614e-16 0.0 135.44 1.0
S332796 173.5086 123.9801 2.826e-17 4.921e-17 1.144e-16 0.0 135.39 0.0
S332797 173.7861 124.0933 9.193e-18 1.644e-17 4.072e-17 0.0 133.0 0.0
S332798 173.7975 124.0954 8.767e-16 6.303e-16 2.395e-16 0.0 133.05 0.0
S332799 173.4966 123.9602 4.363e-17 6.978e-17 1.351e-16 0.0 135.38 0.0
S332800 173.5039 123.9478 1.598e-18 1.839e-18 1.726e-18 0.0 135.61 0.0
S332801 173.7883 124.1201 4.909e-21 8.71e-21 2.112e-20 0.0 132.75 0.0
S332802 173.7791 124.107 3.9319999999999997e-22 8.422999999999999e-22 3.047e-21 0.0 132.77 0.0
S332803 173.7973 124.1472 4.306e-22 9.460999999999999e-22 3.563e-21 0.0 132.49 0.0
S332804 173.8002 124.1567 1.711e-17 2.603e-17 4.568e-17 0.0 132.38 0.0
S332805 173.7892 124.1406 9.688e-15 6.579e-15 2.14e-15 0.0 132.53 1.0
S332806 173.8031 124.1648 3.712e-18 3.878e-18 2.981e-18 0.0 132.34 0.0
S332807 173.788 124.1524 2.482e-19 3.326e-19 4.508e-19 0.0 132.14 0.0
S332808 173.525 123.9213 5.49e-17 4.565e-17 2.344e-17 0.0 136.13 0.0
S332809 173.7892 124.1709 4.947e-19 5.934e-19 6.515e-19 0.0 132.22 0.0
S332810 173.5126 123.8972 5.087e-17 4.507e-17 2.542e-17 0.0 136.17 0.0
S332811 173.7584 124.1466 1.67e-15 1.188e-15 4.386e-16 0.0 132.22 0.0
S332812 173.7918 124.1895 5.524e-17 4.736e-17 2.511e-17 0.0 132.08 0.0
S332813 173.7887 124.2011 6.859e-17 5.648e-17 2.817e-17 0.0 131.93 0.0
S332814 173.7804 124.1957 1.576e-23 4.9279999999999996e-23 3.8279999999999997e-22 0.0 131.94 0.0
S332815 173.7629 124.1885 1.632e-21 3.649e-21 1.344e-20 0.0 131.92 0.0
S332816 173.7778 124.2058 9.321e-22 2.134e-21 8.345000000000001e-21 0.0 131.98 0.0
S332817 173.5304 123.863 8.685e-16 6.273e-16 2.361e-16 0.0 136.34 0.0
